party,district,date,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,percentage,percentageVoters,validVotesPercentage,votes
PPD/PSD.CDS-PP,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,10886.510000000006,9000.09,11277.799999999994,56262
PPD/PSD.CDS-PP,Viseu,2015-10-04,4235,559.3800000000003,3632,545.4499999999999,14939.530000000012,14021.59,15554.440000000002,97362
PPD/PSD.CDS-PP,Évora,2015-10-04,1421,93.58,1079,88.09999999999998,1379.5,4257.69,1418.1599999999999,20275
PPM,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000005,57.87000000000001,8243.029999999997,60.30999999999998,1292
PPM,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.96,19.650000000000006,8015.390000000001,20.700000000000003,387
PPM,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,95.67999999999995,6204.549999999999,102.24999999999999,418
PPM,Beja,2015-10-04,1230,110.82000000000004,1132,120.95000000000003,20.03,4397.6399999999985,20.710000000000008,192
PPM,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999998,11.430000000000003,3994.11,11.900000000000002,95
PPM,Braga,2015-10-04,10708,754.4299999999995,6112,458.45000000000005,68.59999999999995,20443.15,71.03999999999996,884
PPM,Braga,2019-10-06,14504,1053.83,8029,645.0499999999994,31.489999999999995,20522.750000000004,33.14,428
PPM,Bragança,2015-10-04,1189,371.77000000000004,1408,473.1700000000002,87.06999999999998,10585.050000000003,90.54000000000005,229
PPM,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999999,27.160000000000004,10084.110000000008,28.57,75
PPM,Castelo Branco,2015-10-04,2091,227.7899999999999,2167,283.78,74.19999999999999,6792.179999999996,77.68000000000002,496
PPM,Castelo Branco,2019-10-06,2250,279.49,2232,324.70999999999987,25.130000000000003,6581.849999999999,26.54000000000001,183
PPM,Coimbra,2015-10-04,5929,392.8599999999999,3536,293.08000000000004,32.98000000000002,8770.320000000003,34.540000000000006,525
PPM,Coimbra,2019-10-06,6889,531.2600000000003,3814,347.09999999999985,15.950000000000003,8356.199999999999,16.89,245
PPM,Faro,2015-10-04,4286,153.04000000000002,3079,124.43,29.580000000000005,3619.5499999999997,30.959999999999997,755
PPM,Faro,2019-10-06,4900,200.8,3069,136.77,15.029999999999998,3274.2000000000003,15.75,408
PPM,Guarda,2015-10-04,1689,505.5499999999998,1987,596.7099999999995,64.48,12321.069999999996,67.93000000000002,211
PPM,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,22.860000000000003,11918.08,24.310000000000002,80
PPM,Leiria,2015-10-04,6902,311.5900000000001,4699,228.64999999999998,31.42999999999999,6298.630000000001,33.14,701
PPM,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55,28.099999999999984,6036.829999999998,29.869999999999994,492
PPM,Lisboa,2015-10-04,22176,285.3299999999999,17112,212.62000000000015,33.01999999999998,8132.059999999998,34.35000000000001,2820
PPM,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,26.91,7702.05,28.10000000000001,1958
PPM,Madeira,2015-10-04,1018,47.94000000000001,3597,156.12000000000003,21.210000000000004,2623.62,22.000000000000004,528
PPM,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,8.65,2742.3799999999997,8.879999999999999,180
PPM,Portalegre,2015-10-04,1130,118.61000000000004,896,104.43,24.18999999999999,4266.539999999999,24.979999999999997,187
PPM,Porto,2015-10-04,18902,422.32000000000005,14073,372.61,67.16999999999999,14410.610000000006,69.38,2392
PPM,Porto,2019-10-06,21233,537.0000000000003,15185,439.6499999999998,24.46000000000001,14050.8,25.470000000000002,857
PPM,Santarém,2015-10-04,5142,303.81,3967,263.78000000000003,52.02000000000001,8382.39,54.30000000000001,822
PPM,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,33.55,7980.309999999998,35.290000000000006,468
PPM,Setúbal,2015-10-04,7261,91.49,6183,76.11000000000003,13.640000000000004,3261.0899999999992,14.120000000000003,1024
PPM,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,11.360000000000005,3000.2299999999996,11.840000000000002,739
PPM,Viana do Castelo,2015-10-04,3228,491.7,2141,350.8700000000002,104.06999999999996,10140.639999999996,108.55999999999999,535
PPM,Viana do Castelo,2019-10-06,3617,588.8,2199,371.44999999999965,41.05999999999999,10214.650000000005,42.97999999999999,204
PPM,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,60.92999999999999,9000.089999999998,63.12000000000001,316
PPM,Vila Real,2019-10-06,2258,427.4400000000001,2397,525.3799999999999,42.71999999999998,8533.269999999999,44.96000000000001,188
PPM,Viseu,2015-10-04,4235,559.3800000000003,3632,545.4499999999999,81.61999999999998,14021.59,85.10000000000002,533
PPM,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,68.86,14117.129999999997,72.09,356
PPM,Évora,2015-10-04,1421,93.58,1079,88.09999999999998,31.969999999999995,4257.6900000000005,32.86,363
PPM,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,9.969999999999999,3860.2999999999997,10.309999999999999,114
PPV/CDC,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000005,31.67999999999999,8243.029999999997,33.080000000000005,785
PPV/CDC,Braga,2015-10-04,10708,754.4299999999995,6112,458.45000000000005,80.76000000000006,20443.15,83.6,993
PPV/CDC,Santarém,2015-10-04,5142,303.81,3967,263.78000000000003,32.45,8382.39,33.95000000000002,491
PPV/CDC,Viana do Castelo,2015-10-04,3228,491.69999999999993,2141,350.8700000000002,64.87,10140.639999999996,67.46000000000002,390
PS,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000005,3781.159999999999,8243.029999999997,3942.600000000001,102726
PS,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.96,4860.450000000001,8015.390000000001,5107.829999999999,120839
PS,Açores,2015-10-04,3047,556.7399999999999,1583,284.56999999999994,6217.849999999999,7021.759999999997,6572.970000000003,37869
PS,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,6435.300000000001,6204.549999999998,6917.990000000001,33472
PS,Beja,2015-10-04,1230,110.82000000000004,1132,120.95000000000003,2885.18,4397.639999999999,2977.5199999999995,27775
PS,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999998,3310.7700000000004,3994.1099999999997,3434.6000000000013,26161
PS,Braga,2015-10-04,10708,754.4299999999995,6112,458.45000000000005,10177.380000000003,20443.15,10541.34000000001,146412
PS,Braga,2019-10-06,14504,1053.83,8029,645.0499999999994,12682.909999999996,20522.750000000004,13325.680000000013,169468
PS,Bragança,2015-10-04,1189,371.77000000000004,1408,473.1700000000002,7160.35,10585.050000000003,7437.419999999999,23718
PS,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999999,8213.54,10084.110000000006,8586.070000000002,23215
PS,Castelo Branco,2015-10-04,2091,227.7899999999999,2167,283.78,4673.760000000003,6792.179999999996,4879.459999999998,40502
PS,Castelo Branco,2019-10-06,2250,279.49000000000007,2232,324.70999999999987,5232.760000000001,6581.849999999999,5506.210000000002,38302
PS,Coimbra,2015-10-04,5929,392.8599999999999,3536,293.08000000000004,5403.839999999999,8770.320000000003,5649.160000000001,77684
PS,Coimbra,2019-10-06,6889,531.2600000000002,3814,347.09999999999985,6475.090000000001,8356.199999999999,6861.050000000001,79590
PS,Faro,2015-10-04,4286,153.04000000000002,3079,124.43000000000002,2334.380000000001,3619.5499999999997,2435.4199999999996,62422
PS,Faro,2019-10-06,4900,200.79999999999998,3069,136.77,2669.4100000000003,3274.2000000000003,2811.1699999999996,63469
PS,Guarda,2015-10-04,1689,505.5499999999998,1987,596.7099999999995,7740.570000000003,12321.069999999996,8106.470000000003,28868
PS,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,9102.199999999999,11918.08,9619.96,28783
PS,Leiria,2015-10-04,6902,311.5900000000001,4699,228.64999999999998,2572.899999999999,6298.630000000001,2705.8999999999996,59184
PS,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55000000000007,3348.5900000000006,6036.829999999998,3558.780000000001,69482
PS,Lisboa,2015-10-04,22176,285.3299999999999,17112,212.62000000000015,4426.750000000001,8132.059999999998,4594.389999999997,386354
PS,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,5089.6900000000005,7702.05,5310.729999999999,404677
PS,Madeira,2015-10-04,1018,47.940000000000005,3597,156.12000000000003,1014.1100000000001,2623.62,1052.93,26152
PS,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,1713.9200000000003,2742.3799999999997,1755.8100000000002,43373
PS,Portalegre,2015-10-04,1130,118.61000000000004,896,104.43000000000002,2978.73,4266.539999999999,3077.86,25037
PS,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62000000000003,3131.9000000000015,3953.210000000001,3266.3799999999997,23013
PS,Porto,2015-10-04,18902,422.32000000000005,14073,372.60999999999996,7943.900000000006,14410.610000000008,8211.449999999999,314084
PS,Porto,2019-10-06,21233,537.0000000000005,15185,439.6499999999998,9702.589999999993,14050.8,10106.590000000007,342496
PS,Santarém,2015-10-04,5142,303.81,3967,263.78000000000003,4759.52,8382.39,4950.69,74905
PS,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,5530.240000000001,7980.309999999998,5805.9299999999985,76836
PS,Setúbal,2015-10-04,7261,91.48999999999998,6183,76.11000000000003,1881.3899999999999,3261.0899999999992,1940.1600000000005,145302
PS,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,2133.7800000000007,3000.2299999999996,2212.85,152433
PS,Viana do Castelo,2015-10-04,3228,491.69999999999993,2141,350.8700000000002,5858.799999999998,10140.639999999996,6110.349999999999,38309
PS,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,7367.690000000002,10214.650000000003,7726.689999999999,42392
PS,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,6089.48,9000.09,6308.0,36461
PS,Vila Real,2019-10-06,2258,427.44000000000005,2397,525.38,7421.009999999999,8533.269999999999,7798.35,37306
PS,Viseu,2015-10-04,4235,559.3800000000005,3632,545.4499999999999,7919.739999999996,14021.59,8252.010000000002,56543
PS,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,9961.029999999995,14117.129999999996,10452.409999999994,62833
PS,Évora,2015-10-04,1421,93.58,1079,88.09999999999998,2791.8499999999995,4257.69,2867.6799999999994,31705
PS,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,2894.2200000000007,3860.2999999999997,2999.0900000000015,28371
PTP,Aveiro,2019-10-06,10642,447.39999999999986,6375,272.96,25.369999999999997,8015.390000000001,26.70999999999999,559
PTP,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,22.970000000000013,6204.549999999999,24.460000000000004,145
PTP,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999998,8.760000000000002,3994.1099999999997,9.05,73
PTP,Braga,2019-10-06,14504,1053.83,8029,645.0499999999995,39.550000000000004,20522.750000000004,41.589999999999996,522
PTP,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999999,48.29,10084.110000000006,50.86000000000001,101
PTP,Castelo Branco,2019-10-06,2250,279.49,2232,324.70999999999987,26.360000000000003,6581.849999999999,27.810000000000002,157
PTP,Faro,2019-10-06,4900,200.79999999999998,3069,136.77000000000004,15.049999999999999,3274.2000000000003,15.870000000000001,356
PTP,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,73.1,11918.08,77.63,171
PTP,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55000000000007,19.449999999999996,6036.829999999998,20.719999999999995,380
PTP,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,18.029999999999998,7702.05,18.869999999999997,1169
PTP,Madeira,2015-10-04,1018,47.94000000000001,3597,156.12,72.59000000000005,2623.62,75.45999999999998,1748
PTP,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,41.419999999999995,2742.3799999999997,42.419999999999995,1185
PTP,Portalegre,2019-10-06,1200,140.93,999,142.62000000000003,7.660000000000002,3953.2100000000005,8.02,61
PTP,Porto,2019-10-06,21233,537.0000000000005,15185,439.64999999999975,45.430000000000014,14050.8,47.389999999999986,1395
PTP,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,18.949999999999992,7980.309999999998,19.999999999999996,265
PTP,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,5.96,3000.2299999999996,6.2,431
PTP,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,36.31000000000001,10214.650000000003,38.04,208
PTP,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,48.58999999999999,14117.129999999997,51.089999999999996,239
PTP,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,8.360000000000003,3860.2999999999997,8.700000000000001,82
PTP-MAS,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000002,49.91999999999999,8243.029999999999,52.12,1253
PTP-MAS,Açores,2015-10-04,3047,556.7399999999999,1583,284.56999999999994,44.85,7021.759999999997,47.39,319
PTP-MAS,Beja,2015-10-04,1230,110.82000000000002,1132,120.95000000000003,16.09,4397.6399999999985,16.570000000000004,193
PTP-MAS,Braga,2015-10-04,10708,754.4299999999995,6112,458.45000000000005,123.38000000000005,20443.15,127.8299999999999,1620
PTP-MAS,Bragança,2015-10-04,1189,371.77000000000004,1408,473.17000000000013,100.80000000000003,10585.050000000003,104.69000000000003,284
PTP-MAS,Castelo Branco,2015-10-04,2091,227.7899999999999,2167,283.78,46.53999999999999,6792.179999999996,48.789999999999985,374
PTP-MAS,Coimbra,2015-10-04,5929,392.8599999999999,3536,293.08000000000004,76.4,8770.320000000003,80.05,1081
PTP-MAS,Faro,2015-10-04,4286,153.04000000000005,3079,124.43,45.65999999999999,3619.5499999999997,47.73,1220
PTP-MAS,Guarda,2015-10-04,1689,505.5499999999997,1987,596.7099999999995,92.50000000000001,12321.069999999996,97.05999999999999,277
PTP-MAS,Leiria,2015-10-04,6902,311.5900000000001,4699,228.64999999999998,41.269999999999996,6298.630000000001,43.46,916
PTP-MAS,Lisboa,2015-10-04,22176,285.3299999999999,17112,212.62000000000015,57.599999999999966,8132.059999999998,59.790000000000006,5026
PTP-MAS,Portalegre,2015-10-04,1130,118.61000000000004,896,104.43000000000002,20.270000000000003,4266.539999999998,20.94,198
PTP-MAS,Porto,2015-10-04,18902,422.32000000000005,14073,372.60999999999996,76.94,14410.610000000006,79.60000000000001,2788
PTP-MAS,Santarém,2015-10-04,5142,303.81,3967,263.78,55.51999999999999,8382.39,57.93000000000002,928
PTP-MAS,Setúbal,2015-10-04,7261,91.49,6183,76.11000000000003,21.180000000000003,3261.0899999999997,21.88,1807
PTP-MAS,Viana do Castelo,2015-10-04,3228,491.7,2141,350.8700000000002,199.7799999999999,10140.639999999996,207.96,959
PTP-MAS,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,111.29999999999997,9000.09,115.30999999999996,521
PTP-MAS,Viseu,2015-10-04,4235,559.3800000000003,3632,545.4499999999999,113.33000000000001,14021.59,118.17000000000003,721
PTP-MAS,Évora,2015-10-04,1421,93.58000000000001,1079,88.09999999999998,15.539999999999996,4257.69,16.009999999999998,224
PURP,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000005,23.380000000000013,8243.029999999997,24.399999999999995,634
PURP,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.96,27.91000000000002,8015.390000000002,29.33000000000001,701
PURP,Açores,2015-10-04,3047,556.7399999999999,1583,284.5699999999999,52.650000000000006,7021.759999999997,55.81000000000001,346
PURP,Beja,2015-10-04,1230,110.82000000000004,1132,120.95000000000003,37.65999999999999,4397.6399999999985,39.00000000000001,340
PURP,Braga,2015-10-04,10708,754.4299999999995,6112,458.4500000000001,63.10999999999997,20443.15,65.42999999999996,878
PURP,Braga,2019-10-06,14504,1053.83,8029,645.0499999999995,34.100000000000016,20522.750000000004,35.87999999999998,549
PURP,Bragança,2019-10-06,1305,439.96999999999997,1417,534.48,74.53999999999998,10084.110000000006,78.38,184
PURP,Castelo Branco,2015-10-04,2091,227.7899999999999,2167,283.78,37.28,6792.179999999996,39.17999999999999,272
PURP,Castelo Branco,2019-10-06,2250,279.49000000000007,2232,324.7099999999999,42.28,6581.849999999999,44.47999999999998,273
PURP,Coimbra,2015-10-04,5929,392.8599999999999,3536,293.08000000000004,33.269999999999996,8770.320000000003,34.78,451
PURP,Coimbra,2019-10-06,6889,531.2600000000003,3814,347.09999999999985,29.619999999999997,8356.199999999999,31.419999999999998,402
PURP,Faro,2015-10-04,4286,153.04000000000002,3079,124.43000000000002,32.89999999999999,3619.5499999999997,34.34,886
PURP,Faro,2019-10-06,4900,200.8,3069,136.77,17.82,3274.2,18.82,499
PURP,Guarda,2015-10-04,1689,505.54999999999967,1987,596.7099999999994,39.150000000000006,12321.069999999996,41.1,144
PURP,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,53.94,11918.08,57.02000000000001,154
PURP,Leiria,2015-10-04,6902,311.5900000000001,4699,228.64999999999998,27.160000000000007,6298.630000000001,28.580000000000002,612
PURP,Leiria,2019-10-06,8202,390.65000000000003,5152,266.55000000000007,22.059999999999995,6036.829999999999,23.61000000000001,486
PURP,Lisboa,2015-10-04,22176,285.3299999999999,17112,212.62000000000015,44.17,8132.059999999999,46.02999999999997,3999
PURP,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,24.299999999999986,7702.05,25.410000000000004,2101
PURP,Madeira,2019-10-06,697,31.670000000000016,2292,96.04000000000002,30.240000000000002,2742.3799999999997,31.02,801
PURP,Portalegre,2015-10-04,1130,118.61000000000004,896,104.43000000000002,12.799999999999997,4266.539999999999,13.259999999999998,147
PURP,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62000000000003,14.659999999999998,3953.2100000000005,15.37,114
PURP,Porto,2015-10-04,18902,422.32000000000005,14073,372.61,38.5,14410.610000000008,39.749999999999986,1611
PURP,Porto,2019-10-06,21233,537.0000000000005,15185,439.6499999999998,46.78000000000001,14050.8,48.75000000000002,1899
PURP,Santarém,2015-10-04,5142,303.81,3967,263.78000000000003,53.81999999999999,8382.39,56.23,827
PURP,Santarém,2019-10-06,6022,401.42000000000013,4011,286.91999999999996,32.529999999999994,7980.309999999998,34.199999999999996,498
PURP,Setúbal,2015-10-04,7261,91.48999999999998,6183,76.11000000000003,20.81,3261.0899999999992,21.490000000000002,1700
PURP,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,12.579999999999998,3000.2299999999996,13.06,1033
PURP,Viana do Castelo,2015-10-04,3228,491.69999999999993,2141,350.8700000000002,30.519999999999992,10140.639999999996,31.89999999999999,213
PURP,Viana do Castelo,2019-10-06,3617,588.8,2199,371.44999999999965,29.57,10214.650000000005,31.029999999999998,212
PURP,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,31.14,9000.09,32.38,151
PURP,Viseu,2015-10-04,4235,559.3800000000005,3632,545.4499999999999,62.70000000000003,14021.589999999998,65.41999999999994,387
PURP,Viseu,2019-10-06,4995,693.7199999999997,3700,611.5299999999996,69.37000000000002,14117.129999999996,72.77999999999993,363
PURP,Évora,2015-10-04,1421,93.58000000000001,1079,88.09999999999998,13.350000000000005,4257.69,13.690000000000001,166
PURP,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,11.45,3860.2999999999997,11.819999999999995,154
R.I.R.,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.96,138.21000000000006,8015.390000000001,145.21999999999997,2750
R.I.R.,Braga,2019-10-06,14504,1053.83,8029,645.0499999999994,304.5100000000002,20522.75,320.0599999999996,3469
R.I.R.,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999998,136.99000000000012,10084.110000000006,143.3999999999999,360
R.I.R.,Castelo Branco,2019-10-06,2250,279.49000000000007,2232,324.7099999999999,70.32000000000001,6581.849999999999,74.37999999999998,541
R.I.R.,Coimbra,2019-10-06,6889,531.2600000000003,3814,347.09999999999985,98.63000000000001,8356.199999999999,104.88999999999999,1154
R.I.R.,Faro,2019-10-06,4900,200.80000000000004,3069,136.77,43.85,3274.2000000000007,46.320000000000014,1035
R.I.R.,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,147.68999999999997,11918.08,156.24000000000004,458
R.I.R.,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55,82.35,6036.829999999998,87.84,1653
R.I.R.,Lisboa,2019-10-06,23702,327.96,16081,226.88,70.47,7702.049999999999,73.79,4530
R.I.R.,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,46.26,2742.38,47.480000000000004,1185
R.I.R.,Portalegre,2019-10-06,1200,140.93,999,142.62000000000003,29.76000000000001,3953.210000000001,31.030000000000005,208
R.I.R.,Porto,2019-10-06,21233,537.0000000000003,15185,439.6499999999998,435.05000000000024,14050.8,453.55999999999995,10545
R.I.R.,Santarém,2019-10-06,6022,401.4200000000002,4011,286.9199999999999,93.62000000000003,7980.309999999998,98.44000000000003,1266
R.I.R.,Setúbal,2019-10-06,8191,114.34999999999997,6038,82.91999999999999,31.539999999999996,3000.2299999999996,32.77,2107
R.I.R.,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,174.04,10214.650000000005,182.64000000000004,1058
R.I.R.,Vila Real,2019-10-06,2258,427.44000000000005,2397,525.3799999999999,130.46999999999994,8533.27,137.57999999999998,648
R.I.R.,Viseu,2019-10-06,4995,693.7199999999997,3700,611.5299999999996,227.58000000000013,14117.129999999994,238.88,1336
R.I.R.,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,27.350000000000005,3860.2999999999997,28.41000000000001,334
